@relation LinkDisambiguator

@attribute occurances numeric
@attribute maxDisambigConfidence numeric
@attribute avgDisambigConfidence numeric
@attribute relatednessToContext numeric
@attribute relatednessToOtherTopics numeric
@attribute maxLinkProbability numeric
@attribute avgLinkProbability numeric
@attribute generality numeric
@attribute firstOccurance numeric
@attribute lastOccurance numeric
@attribute spread numeric
@attribute isValidLink {TRUE,FALSE}

@data
1.098612,0.408971,0.408971,0.070251,0.014889,0.042388,0.042388,0.6875,0.785035,0.789639,0.004605,FALSE
2.302585,0.952157,0.952157,0.582401,0.68659,0.628571,0.175303,?,0.237299,0.297007,0.059708,TRUE
0.693147,0.408971,0.408971,0.114336,0.347199,0.077922,0.077922,0.6875,0.965925,0.965925,0,FALSE
0.693147,0.408971,0.408971,0,0.023758,0.355372,0.355372,0.5625,0.99716,0.99716,0,FALSE
1.098612,0.952157,0.952157,0.533348,0.34166,0.258706,0.258706,?,0.130008,0.149348,0.01934,FALSE
0.693147,0.408971,0.408971,0,0.00681,0.545455,0.545455,0.75,0.997467,0.997467,0,FALSE
1.098612,0.594784,0.594784,0.21452,0.264739,0.084146,0.084146,0.75,0.1099,0.26485,0.15495,FALSE
0.693147,0.952157,0.952157,0.390565,0.373401,0.314869,0.314869,0.6875,0.939294,0.939294,0,TRUE
1.386294,0.952157,0.952157,0.437031,0.569935,0.246334,0.246334,0.6875,0.630008,0.846355,0.216347,FALSE
1.609438,0.408971,0.408971,0.053594,0.305042,0.016175,0.016175,0.625,0.016577,0.613507,0.59693,FALSE
0.693147,0.952157,0.952157,0.588528,0.590412,0.57732,0.57732,?,0.31934,0.31934,0,TRUE
1.098612,0.408971,0.408971,0.126729,0.351977,0.142708,0.142708,0.75,0.633538,0.683807,0.050269,FALSE
0.693147,0.408971,0.408971,0.167639,0.117233,0.013094,0.013094,0.8125,0.862548,0.862548,0,FALSE
0.693147,0.408971,0.408971,0,0.033939,0.019075,0.019075,0.6875,0.117268,0.117268,0,FALSE
0.693147,0.408971,0.408971,0.077067,0.236336,0.028375,0.028375,0.75,0.969148,0.969148,0,FALSE
0.693147,0.594784,0.594784,0.216068,0.125976,0.439655,0.439655,0.5,0.002456,0.002456,0,FALSE
0.693147,0.408971,0.408971,0.06235,0.077506,0.39372,0.39372,?,0.223945,0.223945,0,FALSE
1.098612,0.408971,0.408971,0,0.011387,0.237037,0.142909,0.6875,0.979893,0.979893,0,FALSE
0.693147,0.952157,0.952157,0.600878,0.672412,0.102273,0.102273,0.75,0.123254,0.123254,0,TRUE
0.693147,0.142819,0.142819,0.457479,0.348472,0.008375,0.008375,?,0.488488,0.488488,0,FALSE
0.693147,0.408971,0.408971,0.188026,0.085798,0.329412,0.329412,?,0.071374,0.071374,0,FALSE
0.693147,0.408971,0.408971,0.040529,0.024047,0.084677,0.084677,0.6875,0.712817,0.712817,0,FALSE
2.197225,0.952157,0.952157,0.610899,0.482795,0.853535,0.321705,0.75,0.496009,0.750576,0.254566,TRUE
0.693147,0.408971,0.408971,0,0.008223,0.016237,0.016237,0.875,0.604988,0.604988,0,FALSE
0.693147,0.952157,0.952157,0.358404,0.309865,0.102657,0.102657,0.625,0.503914,0.503914,0,FALSE
1.609438,0.952157,0.952157,0.35119,0.156639,0.10852,0.10852,0.75,0.234996,0.754643,0.519647,FALSE
0.693147,0.408971,0.408971,0.189636,0.152723,0.117565,0.117565,0.8125,0.882579,0.882579,0,FALSE
1.609438,0.408971,0.408971,0.089563,0.034363,0.011898,0.011898,0.8125,0.179355,0.300691,0.121335,FALSE
0.693147,0.408971,0.408971,0.083808,0.069742,0.014252,0.014252,?,0.386953,0.386953,0,FALSE
0.693147,0.36033,0.36033,0.430807,0.313104,0.005249,0.005249,?,0.592095,0.592095,0,FALSE
0.693147,0.217819,0.217819,0.417051,0.34289,0.009615,0.009615,?,0.594935,0.594935,0,FALSE
0.693147,0.952157,0.952157,0.542307,0.452308,0.34,0.34,?,0.087644,0.087644,0,FALSE
0.693147,0.952157,0.952157,0.371156,0.308415,0.054265,0.054265,0.6875,0.821642,0.821642,0,FALSE
0.693147,0.408971,0.408971,0,0.019113,0.047619,0.047619,?,0.096163,0.096163,0,FALSE
0.693147,0.408971,0.408971,0.172894,0.128201,0.155039,0.155039,0.6875,0.528856,0.528856,0,FALSE
0.693147,0.952157,0.952157,0.654566,0.607559,0.223256,0.223256,?,0.003914,0.003914,0,TRUE
0.693147,0.952157,0.952157,0.489691,0.144845,0.266667,0.266667,?,0.167997,0.167997,0,FALSE
0.693147,0.408971,0.408971,0,0.04191,0.054983,0.054983,0.8125,0.876899,0.876899,0,FALSE
0.693147,0.408971,0.408971,0,0,0.006098,0.006098,0.5,0.998158,0.998158,0,FALSE
1.386294,0.952157,0.952157,0.648967,0.580103,0.373786,0.373786,?,0.088028,0.214275,0.126247,TRUE
1.791759,0.408971,0.408971,0.013632,0.005846,0.047619,0.047619,0.6875,0.15802,0.731466,0.573446,FALSE
0.693147,0.952157,0.952157,0.561348,0.569775,0.437158,0.437158,?,0.320031,0.320031,0,TRUE
0.693147,0.952157,0.952157,0.424702,0.372115,0.638322,0.638322,0.4375,0.504451,0.504451,0,TRUE
2.995732,0.952157,0.952157,0.535992,0.59778,0.548523,0.548523,0.5625,0.006754,0.95188,0.945127,TRUE
0.693147,0.408971,0.408971,0.025435,0.192527,0.005532,0.005532,0.75,0.66439,0.66439,0,FALSE
0.693147,0.952157,0.952157,0.436334,0.422223,0.350763,0.350763,0.625,0.837068,0.837068,0,TRUE
0.693147,0.952157,0.952157,0.493979,0.533282,0.625,0.625,0.625,0.318803,0.318803,0,TRUE
0.693147,0.408971,0.408971,0.05455,0.01793,0.006475,0.006475,?,0.107137,0.107137,0,FALSE
0.693147,0.225322,0.225322,0.31913,0.133392,0.040598,0.040598,0.4375,0.844282,0.844282,0,FALSE
0.693147,0.594784,0.594784,0.217831,0.247675,0.355342,0.355342,0.5625,0.89946,0.89946,0,FALSE
0.693147,0.508971,0.508971,0.049024,0.126386,0.044318,0.044318,?,0.63876,0.63876,0,FALSE
1.098612,0.508971,0.508971,0.128464,0.081433,0.034048,0.034048,0.625,0.606,0.610769,0.00477,FALSE
0.693147,0.952157,0.952157,0.630186,0.476876,0.583333,0.583333,0.5625,0.684825,0.684825,0,TRUE
1.098612,0.508971,0.508971,0,0.074906,0.431373,0.431373,0.6875,0.804192,0.807456,0.003263,FALSE
1.791759,0.952157,0.952157,0.375682,0.416597,0.119609,0.119609,0.75,0.222669,0.321953,0.099285,FALSE
0.693147,0.694784,0.694784,0.212081,0.26362,0.015385,0.015385,0.75,0.375298,0.375298,0,FALSE
1.386294,0.659572,0.537834,0.667984,0.50622,0.203463,0.16746,0.625,0.535584,0.658341,0.122756,TRUE
1.098612,0.508971,0.508971,0.156205,0.244561,0.509874,0.296604,0.6875,0.956445,0.957073,0.000628,FALSE
0.693147,0.508971,0.508971,0.167644,0.089454,0.18,0.18,0.6875,0.416844,0.416844,0,FALSE
0.693147,0.408971,0.408971,0.084808,0.100751,0.109948,0.109948,0.75,0.103929,0.103929,0,FALSE
1.386294,0.694784,0.694784,0.228485,0.25481,0.061619,0.061619,0.8125,0.139325,0.149994,0.010669,FALSE
1.098612,0.508971,0.508971,0.176352,0.238117,0.034042,0.034042,?,0.501318,0.731518,0.2302,FALSE
1.791759,0.952157,0.952157,0.611903,0.530914,0.176471,0.176471,0.75,0.037279,0.840216,0.802937,TRUE
0.693147,0.959581,0.959581,0.270473,0.2892,0.247104,0.247104,0.6875,0.060123,0.060123,0,FALSE
1.386294,0.508971,0.508971,0.129912,0.116545,0.093057,0.093057,0.6875,0.915401,0.924187,0.008786,FALSE
1.098612,0.508971,0.508971,0.10809,0.131319,0.022278,0.022278,?,0.616669,0.617422,0.000753,FALSE
0.693147,0.508971,0.508971,0.019153,0.043712,0.041667,0.041667,0.5,0.826785,0.826785,0,FALSE
0.693147,0.952157,0.952157,0.663533,0.535187,0.472222,0.472222,0.5625,0.410192,0.410192,0,TRUE
0.693147,0.794784,0.794784,0.257453,0.237696,0.318411,0.318411,0.8125,0.362244,0.362244,0,FALSE
0.693147,0.952157,0.952157,0.392659,0.403722,0.536691,0.536691,0.625,0.986444,0.986444,0,TRUE
0.693147,0.508971,0.508971,0,0.008371,0.02381,0.02381,0.5,0.356973,0.356973,0,FALSE
0.693147,0.952157,0.952157,0.632849,0.465744,0.045033,0.045033,0.625,0.409564,0.409564,0,TRUE
0.693147,0.112681,0.112681,0.048734,0.106801,0.01087,0.01087,0.875,0.122254,0.122254,0,FALSE
1.386294,0.952157,0.952157,0.635006,0.528752,0.25,0.183333,0.75,0.411447,0.816116,0.404669,TRUE
1.098612,0.308971,0.308971,0.17615,0.286536,0.118044,0.118044,?,0.122254,0.123007,0.000753,FALSE
0.693147,0.508971,0.508971,0.075729,0.085157,0.005148,0.005148,?,0.498933,0.498933,0,FALSE
0.693147,0.118859,0.118859,0,0,0.009259,0.009259,0.625,0.551651,0.551651,0,FALSE
0.693147,0.952157,0.952157,0.675449,0.580627,1,1,?,0.596837,0.596837,0,TRUE
0.693147,0.952157,0.952157,0.490967,0.424894,0.297619,0.297619,0.5,0.683319,0.683319,0,TRUE
0.693147,0.878118,0.878118,0.263519,0.169535,0.00578,0.00578,0.6875,0.473327,0.473327,0,FALSE
0.693147,0.952157,0.952157,0.346871,0.340475,0.098999,0.098999,0.75,0.926196,0.926196,0,TRUE
0.693147,0.952157,0.952157,0.537648,0.432369,0.311475,0.311475,0.75,0.186896,0.186896,0,TRUE
1.098612,0.508971,0.508971,0.187916,0.307733,0.043478,0.043478,0.8125,0.56006,0.577884,0.017824,FALSE
1.098612,0.308971,0.308971,0.127235,0.071311,0.007668,0.007668,?,0.760136,0.764905,0.00477,FALSE
0.693147,0.952157,0.952157,0.574335,0.444615,0.1,0.1,0.5625,0.54299,0.54299,0,TRUE
0.693147,0.112681,0.112681,0.029491,0.050266,0.518367,0.518367,0.625,0.687461,0.687461,0,FALSE
0.693147,0.508971,0.508971,0.139078,0.06325,0.018819,0.018819,?,0.727375,0.727375,0,FALSE
0.693147,0.952157,0.952157,0.644111,0.525044,1,1,0.6875,0.993348,0.993348,0,TRUE
1.098612,0.508971,0.458971,0.109453,0.088479,0.108821,0.068755,?,0.86306,0.880758,0.017698,FALSE
0.693147,0.952157,0.952157,0.597785,0.464056,0.414634,0.414634,0.75,0.13694,0.13694,0,TRUE
1.386294,0.508971,0.508971,0.146855,0.216271,0.019624,0.019624,0.75,0.292958,0.778336,0.485377,FALSE
0.693147,0.952157,0.952157,0.670243,0.530447,0.714286,0.714286,0.5625,0.460776,0.460776,0,TRUE
1.098612,0.508971,0.508971,0.1848,0.134122,0.132785,0.132785,0.8125,0.503703,0.732898,0.229195,FALSE
0.693147,0.915588,0.915588,0.588279,0.531187,0.27619,0.27619,0.75,0.407431,0.407431,0,TRUE
0.693147,0.951811,0.951811,0.316818,0.323348,0.026247,0.026247,?,0.545751,0.545751,0,FALSE
1.386294,0.508971,0.508971,0.046706,0.105791,0.008952,0.008952,0.625,0.188904,0.665244,0.47634,FALSE
0.693147,0.608971,0.608971,0.206138,0.142938,0.104821,0.104821,?,0.47885,0.47885,0,FALSE
0.693147,0.508971,0.508971,0.166598,0.081523,0.093023,0.093023,0.6875,0.52479,0.52479,0,FALSE
1.098612,0.508971,0.508971,0.168522,0.174165,0.216768,0.216768,?,0.729007,0.883017,0.15401,FALSE
1.098612,0.915588,0.915588,0.61566,0.478547,0.5,0.464286,?,0.598218,0.599473,0.001255,FALSE
0.693147,0.508971,0.508971,0.160816,0.098389,0.731707,0.731707,0.625,0.708422,0.708422,0,FALSE
0.693147,0.308971,0.308971,0,0,0.416667,0.416667,0.6875,0.293837,0.293837,0,FALSE
0.693147,0.952157,0.952157,0.692457,0.543019,0.666667,0.666667,0.625,0.377683,0.377683,0,TRUE
0.693147,0.508971,0.508971,0,0,0.006605,0.006605,0.5625,0.534078,0.534078,0,FALSE
1.386294,0.951811,0.951811,0.27996,0.355038,0.148955,0.105203,0.75,0.704155,0.704908,0.000753,FALSE
0.693147,0.210542,0.210542,0.13021,0.110063,0.020176,0.020176,0.75,0.296473,0.296473,0,FALSE
0.693147,0.952157,0.952157,0.568034,0.483684,1,1,0.625,0.635622,0.635622,0,TRUE
1.098612,0.951811,0.951811,0.295713,0.325238,0.175084,0.175084,0.75,0.443078,0.446592,0.003514,FALSE
0.693147,0.952157,0.952157,0.342614,0.347931,0.009926,0.009926,0.875,0.568972,0.568972,0,FALSE
0.693147,0.608971,0.608971,0.210338,0.114197,0.07749,0.07749,0.75,0.295343,0.295343,0,FALSE
0.693147,0.508971,0.508971,0.15977,0.294536,0.010799,0.010799,?,0.632986,0.632986,0,FALSE
0.693147,0.720567,0.720567,0.601501,0.479955,0.015852,0.015852,0.625,0.440442,0.440442,0,TRUE
1.098612,0.794784,0.794784,0.25856,0.229317,0.170989,0.167046,0.5625,0.480733,0.665244,0.184511,FALSE
0.693147,0.508971,0.508971,0.020382,0.036623,0.039835,0.039835,0.6875,0.600226,0.600226,0,FALSE
0.693147,0.694784,0.694784,0.218188,0.343954,0.284848,0.284848,0.5625,0.599473,0.599473,0,FALSE
0.693147,0.952157,0.952157,0.440007,0.371945,0.667046,0.667046,0.75,0.369399,0.369399,0,FALSE
1.098612,0.210542,0.210542,0.015315,0.051517,0.005574,0.005574,0.75,0.372537,0.37329,0.000753,FALSE
0.693147,0.694784,0.694784,0.233133,0.167868,0.186939,0.186939,0.625,0.59282,0.59282,0,FALSE
0.693147,0.830602,0.830602,0.333167,0.322188,0.008032,0.008032,0.75,0.59031,0.59031,0,FALSE
1.609438,0.508971,0.508971,0.204602,0.215317,0.13781,0.119688,0.75,0.583407,0.82189,0.238484,FALSE
0.693147,0.959581,0.959581,0.269789,0.250789,0.211808,0.211808,0.625,0.596084,0.596084,0,FALSE
1.098612,0.508971,0.508971,0.0142,0.055978,0.006836,0.006836,0.6875,0.70177,0.906991,0.205222,FALSE
1.386294,0.508971,0.508971,0.034075,0.027652,0.008787,0.008787,0.625,0.708422,0.925693,0.217271,FALSE
0.693147,0.508971,0.508971,0.138906,0.117678,0.010178,0.010178,0.75,0.401406,0.401406,0,FALSE
0.693147,0.951811,0.951811,0.305974,0.310659,0.049608,0.049608,0.8125,0.454625,0.454625,0,FALSE
0.693147,0.952157,0.952157,0.658452,0.508897,0.0625,0.0625,0.625,0.674532,0.674532,0,TRUE
0.693147,0.508971,0.508971,0.120157,0.124607,0.009157,0.009157,0.5625,0.374671,0.374671,0,FALSE
0.693147,0.508971,0.508971,0.014607,0.066598,0.072555,0.072555,0.4375,0.634618,0.634618,0,FALSE
0.693147,0.952157,0.952157,0.353794,0.376808,0.061644,0.061644,0.75,0.015062,0.015062,0,FALSE
2.197225,0.952157,0.952157,0.541026,0.483121,0.157279,0.140436,0.75,0.2484,0.435798,0.187398,TRUE
0.693147,0.508971,0.508971,0.06235,0.051477,0.015346,0.015346,0.625,0.317685,0.317685,0,FALSE
0.693147,0.951811,0.951811,0.291904,0.32093,0.504525,0.504525,0.625,0.897075,0.897075,0,TRUE
1.098612,0.508971,0.508971,0.114586,0.0756,0.005192,0.005192,0.625,0.728254,0.882264,0.15401,FALSE
0.693147,0.508971,0.508971,0.012897,0.056595,0.632653,0.632653,0.8125,0.287938,0.287938,0,FALSE
0.693147,0.508971,0.508971,0.020595,0.024852,0.176471,0.176471,0.625,0.043555,0.043555,0,FALSE
0.693147,0.694784,0.694784,0.224084,0.261139,0.167549,0.167549,0.8125,0.885904,0.885904,0,FALSE
0.693147,0.508971,0.508971,0.13436,0.218522,0.005391,0.005391,0.6875,0.361366,0.361366,0,FALSE
1.386294,0.951811,0.951811,0.280849,0.326151,0.015679,0.015679,0.625,0.743818,0.851261,0.107443,FALSE
0.693147,0.508971,0.508971,0.05371,0.053638,0.333333,0.333333,0.6875,0.784737,0.784737,0,FALSE
0.693147,0.694784,0.694784,0.246171,0.294002,0.287081,0.287081,0.5625,0.297101,0.297101,0,FALSE
0.693147,0.740567,0.740567,0.672224,0.546695,0.222222,0.222222,0.625,0.249153,0.249153,0,TRUE
0.693147,0.508971,0.508971,0.01696,0.049255,0.190476,0.190476,0.75,0.65445,0.65445,0,FALSE
0.693147,0.508971,0.508971,0.036545,0.26439,0.496815,0.496815,0.625,0.746956,0.746956,0,FALSE
0.693147,0.952157,0.952157,0.681951,0.546498,0.625,0.625,0.625,0.258943,0.258943,0,TRUE
0.693147,0.508971,0.508971,0.03165,0.04858,0.056513,0.056513,0.75,0.112087,0.112087,0,FALSE
0.693147,0.508971,0.508971,0.159946,0.116524,0.006676,0.006676,?,0.339902,0.339902,0,FALSE
1.098612,0.508971,0.508971,0.126918,0.137926,0.262787,0.201002,0.625,0.051462,0.05209,0.000628,FALSE
1.386294,0.952157,0.939967,0.389972,0.337594,0.652691,0.306167,0.5,0.06552,0.066399,0.000879,TRUE
0.693147,0.956059,0.956059,0.325582,0.318782,0.013916,0.013916,0.75,0.543617,0.543617,0,FALSE
1.098612,0.308971,0.308971,0.034859,0.052631,0.005688,0.005688,?,0.027739,0.482239,0.4545,FALSE
0.693147,0.112681,0.112681,0.018317,0.041828,0.007869,0.007869,?,0.158403,0.158403,0,FALSE
0.693147,0.112681,0.112681,0.119891,0.119002,0.00629,0.00629,0.6875,0.22907,0.22907,0,FALSE
1.098612,0.952157,0.952157,0.618671,0.516869,1,0.704545,0.625,0.603991,0.895444,0.291452,TRUE
1.94591,0.508971,0.508971,0.178067,0.128447,0.040323,0.040323,0.8125,0.179239,0.711686,0.532446,FALSE
0.693147,0.508971,0.508971,0.098638,0.042736,0.012862,0.012862,0.8125,0.275511,0.275511,0,FALSE
0.693147,0.851811,0.851811,0.296815,0.255476,0.326734,0.326734,0.625,0.238986,0.238986,0,FALSE
0.693147,0.952157,0.952157,0.612099,0.524246,0.078652,0.078652,0.75,0.581649,0.581649,0,TRUE
0.693147,0.112681,0.112681,0,0.038858,0.136242,0.136242,?,0.708924,0.708924,0,FALSE
0.693147,0.508971,0.508971,0.086035,0.064997,0.04251,0.04251,0.8125,0.765784,0.765784,0,FALSE
1.098612,0.308971,0.308971,0.08177,0.081397,0.038525,0.038525,?,0.336137,0.340655,0.004519,FALSE
1.098612,0.694784,0.694784,0.214311,0.242969,0.402985,0.402985,0.625,0.74294,0.846617,0.103678,FALSE
0.693147,0.508971,0.508971,0.121169,0.212992,0.253441,0.253441,0.75,0.947659,0.947659,0,FALSE
0.693147,0.915588,0.915588,0.572092,0.451619,0.518987,0.518987,0.6875,0.678926,0.678926,0,TRUE
0.693147,0.112681,0.112681,0.090262,0.198322,0.018714,0.018714,0.6875,0.515878,0.515878,0,FALSE
0.693147,0.508971,0.508971,0.190999,0.097047,0.200793,0.200793,?,0.879754,0.879754,0,FALSE
1.386294,0.952157,0.617833,0.486786,0.421582,0.840517,0.285907,0.75,0.237856,0.276767,0.038911,TRUE
0.693147,0.952157,0.952157,0.657576,0.508058,0.447368,0.447368,0.6875,0.354964,0.354964,0,TRUE
1.098612,0.952157,0.847293,0.605256,0.486406,0.16,0.127619,0.625,0.59282,0.593699,0.000879,TRUE
1.098612,0.508971,0.508971,0.056064,0.074607,0.019269,0.019269,0.875,0.149115,0.183632,0.034517,FALSE
0.693147,0.508971,0.508971,0.015315,0.06036,0.018152,0.018152,0.75,0.199573,0.199573,0,FALSE
2.639057,0.508971,0.508971,0.113166,0.268991,0.165238,0.141446,0.75,0.051462,0.957073,0.905611,FALSE
0.693147,0.508971,0.508971,0,0.016759,0.206897,0.206897,0.6875,0.297979,0.297979,0,FALSE
1.386294,0.508971,0.508971,0.156538,0.15614,0.036933,0.036933,0.875,0.192544,0.953935,0.761391,FALSE
0.693147,0.508971,0.508971,0.044993,0.23403,0.052308,0.052308,0.75,0.756621,0.756621,0,FALSE
0.693147,0.952157,0.952157,0.345618,0.353138,0.594828,0.594828,0.5625,0.903979,0.903979,0,FALSE
0.693147,0.952157,0.952157,0.65637,0.538799,0.266667,0.266667,0.75,0.594829,0.594829,0,TRUE
0.693147,0.408971,0.408971,0.14679,0.088459,0.007094,0.007094,0.875,0.269989,0.269989,0,FALSE
0.693147,0.508971,0.508971,0.034163,0.077013,0.019042,0.019042,0.75,0.04958,0.04958,0,FALSE
1.098612,0.952157,0.952157,0.527235,0.48963,0.055961,0.055961,0.5625,0.359483,0.437555,0.078072,TRUE
0.693147,0.694784,0.694784,0.215865,0.139925,0.01423,0.01423,?,0.916656,0.916656,0,FALSE
0.693147,0.508971,0.508971,0,0,0.022222,0.022222,0.6875,0.186143,0.186143,0,FALSE
1.94591,0.952157,0.952157,0.435967,0.380988,0.105359,0.082052,0.75,0.221413,0.235471,0.014058,TRUE
0.693147,0.694784,0.694784,0.234645,0.237067,0.343888,0.343888,0.6875,0.438685,0.438685,0,FALSE
1.098612,0.952157,0.952157,0.591552,0.48737,0.347222,0.347222,0.6875,0.058491,0.988703,0.930212,TRUE
2.397895,0.694784,0.694784,0.242964,0.202779,0.098549,0.068815,0.75,0.196937,0.711058,0.514121,FALSE
1.098612,0.308971,0.308971,0.021282,0.021568,0.010283,0.010283,0.6875,0.80482,0.808083,0.003263,FALSE
0.693147,0.952157,0.952157,0.399543,0.372705,0.086957,0.086957,0.8125,0.23271,0.23271,0,TRUE
0.693147,0.400042,0.400042,0.68852,0.514138,0.231579,0.231579,0.75,0.558052,0.558052,0,TRUE
1.386294,0.952157,0.952157,0.469318,0.407528,0.075702,0.037813,0.8125,0.652818,0.684825,0.032007,TRUE
0.693147,0.508971,0.508971,0.162742,0.249777,0.29652,0.29652,?,0.659094,0.659094,0,FALSE
0.693147,0.508971,0.508971,0.032316,0.174367,0.019992,0.019992,0.6875,0.946153,0.946153,0,FALSE
1.098612,0.639572,0.639572,0.57132,0.524046,0.034351,0.034351,0.75,0.408435,0.774947,0.366512,TRUE
0.693147,0.608971,0.608971,0.204986,0.261117,0.00919,0.00919,0.75,0.626459,0.626459,0,FALSE
0.693147,0.508971,0.508971,0.064391,0.025348,0.017241,0.017241,0.5,0.252165,0.252165,0,FALSE
4.174387,0.952157,0.909556,0.629809,0.625936,0.130165,0.114015,0.75,0,0.9818,0.9818,TRUE
0.693147,0.125444,0.125444,0.018826,0.066005,0.072626,0.072626,0.8125,0.747584,0.747584,0,FALSE
0.693147,0.210542,0.210542,0.165852,0.329998,0.070588,0.070588,0.875,0.345425,0.345425,0,FALSE
0.693147,0.210542,0.210542,0.036717,0.07023,0.006892,0.006892,?,0.87147,0.87147,0,FALSE
0.693147,0.952157,0.952157,0.546243,0.411355,0.8,0.8,0.5625,0.676039,0.676039,0,TRUE
1.098612,0.952157,0.952157,0.522678,0.462094,0.4,0.4,0.6875,0.05686,0.987197,0.930338,TRUE
0.693147,0.508971,0.508971,0.19629,0.127779,0.176471,0.176471,?,0.879754,0.879754,0,FALSE
0.693147,0.508971,0.508971,0.035039,0.184114,0.026515,0.026515,0.75,0.682691,0.682691,0,FALSE
1.386294,0.952157,0.952157,0.35945,0.360726,0.296203,0.205045,0.25,0.192544,0.325468,0.132923,TRUE
1.098612,0.508971,0.508971,0.009787,0.041246,0.006711,0.006711,?,0.7575,0.975524,0.218024,FALSE
1.098612,0.915588,0.915588,0.619078,0.504771,0.25,0.25,0.6875,0.042425,0.530313,0.487888,TRUE
1.098612,0.952157,0.952157,0.592252,0.461838,0.4375,0.246963,0.625,0.188904,0.189532,0.000628,TRUE
0.693147,0.508971,0.508971,0.110671,0.070918,0.32,0.32,?,0.228317,0.228317,0,FALSE
1.609438,0.508971,0.508971,0,0.018605,0.007576,0.007576,0.5625,0.082967,0.698381,0.615414,FALSE
0.693147,0.508971,0.508971,0,0.015161,0.137255,0.137255,?,0.286432,0.286432,0,FALSE
0.693147,0.508971,0.508971,0.091594,0.092704,0.00995,0.00995,?,0.635622,0.635622,0,FALSE
0.693147,0.508971,0.508971,0.168983,0.103519,0.059519,0.059519,0.6875,0.52479,0.52479,0,FALSE
3.091042,0.952157,0.952157,0.449728,0.431393,0.110892,0.070984,0.8125,0.130915,0.963474,0.832559,FALSE
0.693147,0.508971,0.508971,0.019147,0.087675,0.036598,0.036598,0.75,0.909251,0.909251,0,FALSE
1.386294,0.956059,0.956059,0.330119,0.330553,0.054265,0.054265,0.6875,0.74294,0.850383,0.107443,FALSE
0.693147,0.952157,0.952157,0.647431,0.505267,0.571429,0.571429,0.6875,0.527551,0.527551,0,TRUE
1.098612,0.308971,0.308971,0,0,0.006928,0.006928,0.5,0.602109,0.796159,0.19405,FALSE
1.098612,0.952157,0.952157,0.609306,0.465602,0.25,0.25,0.75,0.58052,0.828794,0.248274,TRUE
2.302585,0.951811,0.951811,0.27998,0.313571,0.031041,0.031041,0.6875,0.001883,0.885904,0.884022,FALSE
1.386294,0.508971,0.508971,0.156928,0.088842,0.057057,0.057057,0.6875,0.74294,0.850383,0.107443,FALSE
0.693147,0.508971,0.508971,0.053781,0.111633,0.418305,0.418305,0.75,0.753734,0.753734,0,FALSE
1.098612,0.856059,0.856059,0.334557,0.426183,0.082955,0.046023,0.75,0.872599,0.873478,0.000879,FALSE
0.693147,0.508971,0.508971,0.133105,0.110112,0.326667,0.326667,0.75,0.123761,0.123761,0,FALSE
1.098612,0.508971,0.508971,0.133391,0.092046,0.115546,0.115546,0.5625,0.728254,0.882264,0.15401,FALSE
1.098612,0.508971,0.508971,0.056867,0.101135,0.015936,0.015936,0.8125,0.061755,0.07644,0.014686,FALSE
0.693147,0.508971,0.508971,0.145067,0.081394,0.063983,0.063983,0.6875,0.86557,0.86557,0,FALSE
0.693147,0.952157,0.952157,0.598867,0.491469,0.368421,0.368421,0.625,0.992343,0.992343,0,TRUE
1.098612,0.508971,0.508971,0.166861,0.244057,0.009881,0.007809,0.8125,0.970629,0.970629,0,FALSE
1.098612,0.952157,0.952157,0.639927,0.555445,0.878049,0.876524,0.625,0.240492,0.251036,0.010543,TRUE
1.386294,0.508971,0.508971,0.133544,0.150137,0.093244,0.065313,0.625,0.15627,0.157023,0.000753,FALSE
0.693147,0.508971,0.508971,0.160335,0.09684,0.006708,0.006708,0.75,0.499686,0.499686,0,FALSE
0.693147,0.508971,0.508971,0.182959,0.144181,0.022839,0.022839,0.75,0.06552,0.06552,0,FALSE
0.693147,0.694784,0.694784,0.228312,0.276475,0.088456,0.088456,0.75,0.210744,0.210744,0,FALSE
1.098612,0.915588,0.915588,0.628167,0.515855,0.2625,0.2625,0.75,0.602109,0.796159,0.19405,TRUE
0.693147,0.508971,0.508971,0.020595,0.019851,0.125,0.125,0.75,0.926196,0.926196,0,FALSE
0.693147,0.508971,0.508971,0.076008,0.205459,0.032973,0.032973,0.6875,0.102674,0.102674,0,FALSE
0.693147,0.508971,0.508971,0.08871,0.066553,0.009833,0.009833,?,0.710179,0.710179,0,FALSE
1.098612,0.308971,0.308971,0.103243,0.206411,0.224181,0.224181,?,0.943768,0.957701,0.013932,FALSE
1.098612,0.952157,0.952157,0.673837,0.529777,0.261538,0.261538,0.75,0.466298,0.47157,0.005272,TRUE
0.693147,0.952157,0.952157,0.59594,0.590952,0.128906,0.128906,0.625,0.852698,0.852698,0,TRUE
1.098612,0.952157,0.952157,0.649459,0.648083,0.520588,0.520588,0.625,0.904327,0.922995,0.018668,TRUE
1.386294,0.952157,0.952157,0.669338,0.609731,0.513174,0.513174,0.6875,0.11473,0.757608,0.642878,TRUE
0.693147,0.408971,0.408971,0.072103,0.055322,0.209366,0.209366,?,0.659407,0.659407,0,FALSE
1.791759,0.952157,0.839085,0.578962,0.554769,0.2,0.079454,0.6875,0.177151,0.955664,0.778512,FALSE
1.386294,0.952157,0.952157,0.54095,0.533503,0.070274,0.070274,0.6875,0.54351,0.583568,0.040058,TRUE
